"ref_area.label","source.label","indicator.label","classif1.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Kiribati","HIES - Household Income and Expenditure Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 5. Service and sales workers","2023",-5.929,,,"Currency: KIR - Australian dollar (AUD)","Repository: ILO-STATISTICS - Micro data processing"
"Kiribati","HIES - Household Income and Expenditure Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","2023",-27.461,,,"Currency: KIR - Australian dollar (AUD)","Repository: ILO-STATISTICS - Micro data processing"
"Kiribati","HIES - Household Income and Expenditure Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 7. Craft and related trades workers","2023",-476.054,,,"Currency: KIR - Australian dollar (AUD)","Repository: ILO-STATISTICS - Micro data processing"
"Kiribati","HIES - Household Income and Expenditure Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers","2023",-216.872,,,"Currency: KIR - Australian dollar (AUD)","Repository: ILO-STATISTICS - Micro data processing"
"Kiribati","HIES - Household Income and Expenditure Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 9. Elementary occupations","2023",41.786,,,"Currency: KIR - Australian dollar (AUD)","Repository: ILO-STATISTICS - Micro data processing"
"Kiribati","HIES - Household Income and Expenditure Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 0. Armed forces occupations","2023",,"Unreliable",,"Currency: KIR - Australian dollar (AUD)","Repository: ILO-STATISTICS - Micro data processing"
"Republic of Korea","ES - Survey on labor conditions by employment type","Gender wage gap by occupation (%)","Occupation (Skill level): Total","2022",29.29,,,"Time unit: Per hour | Working time arrangement coverage: Full-time and part time workers | Currency: KOR - South Korean won (KRW)","Data reference period: June | Institutional sector coverage: Private sector only | Economic activity coverage: Excluding public administration | Establishment size coverage: All establishments with at least 5 employees"
"Republic of Korea","ES - Survey on labor conditions by employment type","Gender wage gap by occupation (%)","Occupation (ISCO-08): Total","2022",29.29,,,"Time unit: Per hour | Working time arrangement coverage: Full-time and part time workers | Currency: KOR - South Korean won (KRW)","Data reference period: June | Institutional sector coverage: Private sector only | Economic activity coverage: Excluding public administration | Establishment size coverage: All establishments with at least 5 employees"
"Republic of Korea","ES - Survey on labor conditions by employment type","Gender wage gap by occupation (%)","Occupation (ISCO-08): 1. Managers","2022",22.56,,,"Time unit: Per hour | Working time arrangement coverage: Full-time and part time workers | Currency: KOR - South Korean won (KRW)","Data reference period: June | Institutional sector coverage: Private sector only | Economic activity coverage: Excluding public administration | Establishment size coverage: All establishments with at least 5 employees"
"Republic of Korea","ES - Survey on labor conditions by employment type","Gender wage gap by occupation (%)","Occupation (ISCO-08): 2. Professionals","2022",34.83,,,"Time unit: Per hour | Working time arrangement coverage: Full-time and part time workers | Currency: KOR - South Korean won (KRW)","Data reference period: June | Institutional sector coverage: Private sector only | Economic activity coverage: Excluding public administration | Establishment size coverage: All establishments with at least 5 employees"
"Republic of Korea","ES - Survey on labor conditions by employment type","Gender wage gap by occupation (%)","Occupation (ISCO-08): 4. Clerical support workers","2022",28.56,,,"Time unit: Per hour | Working time arrangement coverage: Full-time and part time workers | Currency: KOR - South Korean won (KRW)","Data reference period: June | Institutional sector coverage: Private sector only | Economic activity coverage: Excluding public administration | Establishment size coverage: All establishments with at least 5 employees"
"Republic of Korea","ES - Survey on labor conditions by employment type","Gender wage gap by occupation (%)","Occupation (ISCO-08): 5. Service and sales workers","2022",36.31,,,"Time unit: Per hour | Working time arrangement coverage: Full-time and part time workers | Currency: KOR - South Korean won (KRW)","Data reference period: June | Institutional sector coverage: Private sector only | Economic activity coverage: Excluding public administration | Establishment size coverage: All establishments with at least 5 employees"
"Republic of Korea","ES - Survey on labor conditions by employment type","Gender wage gap by occupation (%)","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","2022",22.11,,,"Time unit: Per hour | Working time arrangement coverage: Full-time and part time workers | Currency: KOR - South Korean won (KRW)","Data reference period: June | Institutional sector coverage: Private sector only | Economic activity coverage: Excluding public administration | Establishment size coverage: All establishments with at least 5 employees"
"Republic of Korea","ES - Survey on labor conditions by employment type","Gender wage gap by occupation (%)","Occupation (ISCO-08): 7. Craft and related trades workers","2022",34.58,,,"Time unit: Per hour | Working time arrangement coverage: Full-time and part time workers | Currency: KOR - South Korean won (KRW)","Data reference period: June | Institutional sector coverage: Private sector only | Economic activity coverage: Excluding public administration | Establishment size coverage: All establishments with at least 5 employees"
"Republic of Korea","ES - Survey on labor conditions by employment type","Gender wage gap by occupation (%)","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers","2022",21.21,,,"Time unit: Per hour | Working time arrangement coverage: Full-time and part time workers | Currency: KOR - South Korean won (KRW)","Data reference period: June | Institutional sector coverage: Private sector only | Economic activity coverage: Excluding public administration | Establishment size coverage: All establishments with at least 5 employees"
"Republic of Korea","ES - Survey on labor conditions by employment type","Gender wage gap by occupation (%)","Occupation (ISCO-08): 9. Elementary occupations","2022",11.54,,,"Time unit: Per hour | Working time arrangement coverage: Full-time and part time workers | Currency: KOR - South Korean won (KRW)","Data reference period: June | Institutional sector coverage: Private sector only | Economic activity coverage: Excluding public administration | Establishment size coverage: All establishments with at least 5 employees"
"Lao People's Democratic Republic","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Total","2022",18.011,"Break in series",,"Currency: LAO - Kip (LAK) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Skill levels 3 and 4 ~ high","2022",19.321,"Break in series",,"Currency: LAO - Kip (LAK) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Skill level 2 ~ medium","2022",15.895,"Break in series",,"Currency: LAO - Kip (LAK) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Skill level 1 ~ low","2022",22.027,"Break in series",,"Currency: LAO - Kip (LAK) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Not elsewhere classified","2022",14.416,"Break in series",,"Currency: LAO - Kip (LAK) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): Total","2022",18.011,"Break in series",,"Currency: LAO - Kip (LAK) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 1. Managers","2022",35.213,"Break in series",,"Currency: LAO - Kip (LAK) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 2. Professionals","2022",20.395,"Break in series",,"Currency: LAO - Kip (LAK) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 3. Technicians and associate professionals","2022",16.386,"Break in series",,"Currency: LAO - Kip (LAK) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 4. Clerical support workers","2022",21.91,"Unreliable",,"Currency: LAO - Kip (LAK) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 5. Service and sales workers","2022",-16.601,"Break in series",,"Currency: LAO - Kip (LAK) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","2022",9.377,"Break in series",,"Currency: LAO - Kip (LAK) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 7. Craft and related trades workers","2022",40.886,"Break in series",,"Currency: LAO - Kip (LAK) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers","2022",51.812,"Break in series",,"Currency: LAO - Kip (LAK) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 9. Elementary occupations","2022",22.027,"Break in series",,"Currency: LAO - Kip (LAK) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 0. Armed forces occupations","2022",14.305,"Break in series",,"Currency: LAO - Kip (LAK) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lao People's Democratic Republic","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): X. Not elsewhere classified","2022",,"Unreliable",,"Currency: LAO - Kip (LAK) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lebanon","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Total","2019",-35.813,"Break in series",,"Currency: LBN - Lebanese pound (LBP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lebanon","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Skill levels 3 and 4 ~ high","2019",11.63,"Break in series",,"Currency: LBN - Lebanese pound (LBP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lebanon","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Skill level 2 ~ medium","2019",-15.273,"Break in series",,"Currency: LBN - Lebanese pound (LBP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lebanon","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Skill level 1 ~ low","2019",-1.63,"Break in series",,"Currency: LBN - Lebanese pound (LBP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lebanon","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Not elsewhere classified","2019",-16.018,"Break in series",,"Currency: LBN - Lebanese pound (LBP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lebanon","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): Total","2019",-35.813,"Break in series",,"Currency: LBN - Lebanese pound (LBP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lebanon","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 1. Managers","2019",11.551,"Break in series",,"Currency: LBN - Lebanese pound (LBP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lebanon","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 2. Professionals","2019",16.326,"Break in series",,"Currency: LBN - Lebanese pound (LBP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lebanon","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 3. Technicians and associate professionals","2019",10.282,"Break in series",,"Currency: LBN - Lebanese pound (LBP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lebanon","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 4. Clerical support workers","2019",-2.178,"Break in series",,"Currency: LBN - Lebanese pound (LBP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lebanon","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 5. Service and sales workers","2019",-5.029,"Break in series",,"Currency: LBN - Lebanese pound (LBP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lebanon","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","2019",-32.597,"Break in series",,"Currency: LBN - Lebanese pound (LBP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lebanon","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 7. Craft and related trades workers","2019",4.107,"Break in series",,"Currency: LBN - Lebanese pound (LBP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lebanon","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers","2019",27.811,"Break in series",,"Currency: LBN - Lebanese pound (LBP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lebanon","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 9. Elementary occupations","2019",-1.63,"Break in series",,"Currency: LBN - Lebanese pound (LBP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lebanon","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 0. Armed forces occupations","2019",-13.639,"Break in series",,"Currency: LBN - Lebanese pound (LBP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Lebanon","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): X. Not elsewhere classified","2019",12.368,"Break in series",,"Currency: LBN - Lebanese pound (LBP) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Total","2017",-5.801,"Break in series",,"Currency: LBR - United States dollar (USD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Skill levels 3 and 4 ~ high","2017",-31.112,"Break in series",,"Currency: LBR - United States dollar (USD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Skill level 2 ~ medium","2017",30.242,"Break in series",,"Currency: LBR - United States dollar (USD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Skill level 1 ~ low","2017",-16.14,"Break in series",,"Currency: LBR - United States dollar (USD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Not elsewhere classified","2017",-313.819,"Break in series",,"Currency: LBR - United States dollar (USD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): Total","2017",-5.801,"Break in series",,"Currency: LBR - United States dollar (USD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 1. Managers","2017",93.708,"Break in series",,"Currency: LBR - United States dollar (USD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 2. Professionals","2017",-37.084,"Break in series",,"Currency: LBR - United States dollar (USD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 3. Technicians and associate professionals","2017",-51.504,"Break in series",,"Currency: LBR - United States dollar (USD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 4. Clerical support workers","2017",79.84,"Unreliable",,"Currency: LBR - United States dollar (USD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 5. Service and sales workers","2017",35.298,"Break in series",,"Currency: LBR - United States dollar (USD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","2017",-1287.7,"Unreliable",,"Currency: LBR - United States dollar (USD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 7. Craft and related trades workers","2017",97.299,"Break in series",,"Currency: LBR - United States dollar (USD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers","2017",81.976,"Break in series",,"Currency: LBR - United States dollar (USD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 9. Elementary occupations","2017",-16.14,"Break in series",,"Currency: LBR - United States dollar (USD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Liberia","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): X. Not elsewhere classified","2017",-313.819,"Break in series",,"Currency: LBR - United States dollar (USD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Total","2024",4.843,,,"Currency: LKA - Sri Lankan rupee (LKR)","Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Skill levels 3 and 4 ~ high","2024",6.789,,,"Currency: LKA - Sri Lankan rupee (LKR)","Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Skill level 2 ~ medium","2024",20.791,,,"Currency: LKA - Sri Lankan rupee (LKR)","Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Skill level 1 ~ low","2024",24.626,,,"Currency: LKA - Sri Lankan rupee (LKR)","Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Not elsewhere classified","2024",22.737,,,"Currency: LKA - Sri Lankan rupee (LKR)","Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): Total","2024",4.843,,,"Currency: LKA - Sri Lankan rupee (LKR)","Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 1. Managers","2024",0.881,,,"Currency: LKA - Sri Lankan rupee (LKR)","Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 2. Professionals","2024",24.413,,,"Currency: LKA - Sri Lankan rupee (LKR)","Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 3. Technicians and associate professionals","2024",4.261,,,"Currency: LKA - Sri Lankan rupee (LKR)","Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 4. Clerical support workers","2024",-11.765,,,"Currency: LKA - Sri Lankan rupee (LKR)","Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 5. Service and sales workers","2024",17.938,,,"Currency: LKA - Sri Lankan rupee (LKR)","Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","2024",54.983,,,"Currency: LKA - Sri Lankan rupee (LKR)","Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 7. Craft and related trades workers","2024",53.336,,,"Currency: LKA - Sri Lankan rupee (LKR)","Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers","2024",30.978,,,"Currency: LKA - Sri Lankan rupee (LKR)","Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 9. Elementary occupations","2024",24.626,,,"Currency: LKA - Sri Lankan rupee (LKR)","Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 0. Armed forces occupations","2024",10.222,,,"Currency: LKA - Sri Lankan rupee (LKR)","Repository: ILO-STATISTICS - Micro data processing"
"Sri Lanka","LFS - Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): X. Not elsewhere classified","2024",91.563,"Unreliable",,"Currency: LKA - Sri Lankan rupee (LKR)","Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","LFS - Integrated Labour Force Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Total","2024",3.839,,,"Currency: LSO - Loti (LSL)","Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","LFS - Integrated Labour Force Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Skill levels 3 and 4 ~ high","2024",3.19,,,"Currency: LSO - Loti (LSL)","Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","LFS - Integrated Labour Force Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Skill level 2 ~ medium","2024",23.298,,,"Currency: LSO - Loti (LSL)","Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","LFS - Integrated Labour Force Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Skill level 1 ~ low","2024",-16.277,,,"Currency: LSO - Loti (LSL)","Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","LFS - Integrated Labour Force Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Not elsewhere classified","2024",-46.525,,,"Currency: LSO - Loti (LSL)","Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","LFS - Integrated Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): Total","2024",3.839,,,"Currency: LSO - Loti (LSL)","Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","LFS - Integrated Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 1. Managers","2024",35.37,,,"Currency: LSO - Loti (LSL)","Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","LFS - Integrated Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 2. Professionals","2024",4.561,,,"Currency: LSO - Loti (LSL)","Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","LFS - Integrated Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 3. Technicians and associate professionals","2024",-12.234,,,"Currency: LSO - Loti (LSL)","Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","LFS - Integrated Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 4. Clerical support workers","2024",-14.565,,,"Currency: LSO - Loti (LSL)","Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","LFS - Integrated Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 5. Service and sales workers","2024",-9.922,,,"Currency: LSO - Loti (LSL)","Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","LFS - Integrated Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers","2024",63.853,"Unreliable",,"Currency: LSO - Loti (LSL)","Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","LFS - Integrated Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 7. Craft and related trades workers","2024",43.725,,,"Currency: LSO - Loti (LSL)","Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","LFS - Integrated Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers","2024",42.162,,,"Currency: LSO - Loti (LSL)","Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","LFS - Integrated Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 9. Elementary occupations","2024",-16.277,,,"Currency: LSO - Loti (LSL)","Repository: ILO-STATISTICS - Micro data processing"
"Lesotho","LFS - Integrated Labour Force Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 0. Armed forces occupations","2024",-46.525,,,"Currency: LSO - Loti (LSL)","Repository: ILO-STATISTICS - Micro data processing"
"Lithuania","ES - Structure of Earnings Survey","Gender wage gap by occupation (%)","Occupation (Skill level): Total","2018",12.5,,,"Time unit: Per hour | Working time arrangement coverage: Full-time equivalents | Currency: LTU - Euro (EUR)","Data reference period: October | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing"
"Lithuania","ES - Structure of Earnings Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): Total","2018",12.5,,,"Time unit: Per hour | Working time arrangement coverage: Full-time equivalents | Currency: LTU - Euro (EUR)","Data reference period: October | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing"
"Lithuania","ES - Structure of Earnings Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 1. Managers","2018",9.57,,,"Time unit: Per hour | Working time arrangement coverage: Full-time equivalents | Currency: LTU - Euro (EUR)","Data reference period: October | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing"
"Lithuania","ES - Structure of Earnings Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 2. Professionals","2018",20.69,,,"Time unit: Per hour | Working time arrangement coverage: Full-time equivalents | Currency: LTU - Euro (EUR)","Data reference period: October | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing"
"Lithuania","ES - Structure of Earnings Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 3. Technicians and associate professionals","2018",22.26,,,"Time unit: Per hour | Working time arrangement coverage: Full-time equivalents | Currency: LTU - Euro (EUR)","Data reference period: October | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing"
"Lithuania","ES - Structure of Earnings Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 4. Clerical support workers","2018",15.76,,,"Time unit: Per hour | Working time arrangement coverage: Full-time equivalents | Currency: LTU - Euro (EUR)","Data reference period: October | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing"
"Lithuania","ES - Structure of Earnings Survey","Gender wage gap by occupation (%)","Occupation (ISCO-08): 5. Service and sales workers","2018",14.44,,,"Time unit: Per hour | Working time arrangement coverage: Full-time equivalents | Currency: LTU - Euro (EUR)","Data reference period: October | Economic activity coverage: Excluding agriculture, hunting, forestry and fishing"
