"ref_area.label","source.label","indicator.label","sex.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Tonga","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Male","2023",0.464,,"Currency: TON - Pa'anga (TOP)","Repository: ILO-STATISTICS - Micro data processing"
"Tonga","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Female","2023",0.381,,"Currency: TON - Pa'anga (TOP)","Repository: ILO-STATISTICS - Micro data processing"
"Tunisia","LFS - National Population and Employment Survey","Gini index of hourly earnings of employees by sex","Total","2019",0.458,,"Currency: TUN - Tunisian dinar (TND)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Tunisia","LFS - National Population and Employment Survey","Gini index of hourly earnings of employees by sex","Male","2019",0.427,,"Currency: TUN - Tunisian dinar (TND)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Tunisia","LFS - National Population and Employment Survey","Gini index of hourly earnings of employees by sex","Female","2019",0.498,,"Currency: TUN - Tunisian dinar (TND)","Repository: ILO-STATISTICS - Micro data processing | Data reference period: Second quarter"
"Türkiye","LFS - Household Labour Force Survey","Gini index of hourly earnings of employees by sex","Total","2024",0.413,,"Currency: TUR - Turkish lira (TRY)","Repository: ILO-STATISTICS - Micro data processing"
"Türkiye","LFS - Household Labour Force Survey","Gini index of hourly earnings of employees by sex","Male","2024",0.401,,"Currency: TUR - Turkish lira (TRY)","Repository: ILO-STATISTICS - Micro data processing"
"Türkiye","LFS - Household Labour Force Survey","Gini index of hourly earnings of employees by sex","Female","2024",0.436,,"Currency: TUR - Turkish lira (TRY)","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Total","2024",0.602,"Break in series","Currency: TZA - Tanzanian shilling (TZS) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Male","2024",0.602,"Break in series","Currency: TZA - Tanzanian shilling (TZS) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Tanzania, United Republic of","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Female","2024",0.598,"Break in series","Currency: TZA - Tanzanian shilling (TZS) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Uganda","LFS - National Labour Force Survey","Gini index of hourly earnings of employees by sex","Total","2021",0.731,,"Currency: UGA - Ugandan shilling (UGX)","Repository: ILO-STATISTICS - Micro data processing"
"Uganda","LFS - National Labour Force Survey","Gini index of hourly earnings of employees by sex","Male","2021",0.733,,"Currency: UGA - Ugandan shilling (UGX)","Repository: ILO-STATISTICS - Micro data processing"
"Uganda","LFS - National Labour Force Survey","Gini index of hourly earnings of employees by sex","Female","2021",0.693,,"Currency: UGA - Ugandan shilling (UGX)","Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","LFS - Continous Household Survey Implantation","Gini index of hourly earnings of employees by sex","Total","2024",0.37,,"Currency: URY - Uruguayan peso (UYU)","Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","LFS - Continous Household Survey Implantation","Gini index of hourly earnings of employees by sex","Male","2024",0.366,,"Currency: URY - Uruguayan peso (UYU)","Repository: ILO-STATISTICS - Micro data processing"
"Uruguay","LFS - Continous Household Survey Implantation","Gini index of hourly earnings of employees by sex","Female","2024",0.375,,"Currency: URY - Uruguayan peso (UYU)","Repository: ILO-STATISTICS - Micro data processing"
"United States of America","LFS - Current Population Survey","Gini index of hourly earnings of employees by sex","Total","2025",0.474,"Break in series","Currency: USA - United States dollar (USD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Repository: Annual estimates for 2025 are 11-month averages that exclude October. Data for October 2025 were not collected due to the federal government shutdown | Age coverage - minimum age: 16 years old"
"United States of America","LFS - Current Population Survey","Gini index of hourly earnings of employees by sex","Male","2025",0.484,"Break in series","Currency: USA - United States dollar (USD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Repository: Annual estimates for 2025 are 11-month averages that exclude October. Data for October 2025 were not collected due to the federal government shutdown | Age coverage - minimum age: 16 years old"
"United States of America","LFS - Current Population Survey","Gini index of hourly earnings of employees by sex","Female","2025",0.456,"Break in series","Currency: USA - United States dollar (USD) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Repository: Annual estimates for 2025 are 11-month averages that exclude October. Data for October 2025 were not collected due to the federal government shutdown | Age coverage - minimum age: 16 years old"
"Venezuela (Bolivarian Republic of)","LFS - Household Sample Survey","Gini index of hourly earnings of employees by sex","Total","2017",0.386,,"Currency: VEN - Bolívar fuerte (VEF)","Repository: ILO-STATISTICS - Micro data processing"
"Venezuela (Bolivarian Republic of)","LFS - Household Sample Survey","Gini index of hourly earnings of employees by sex","Male","2017",0.375,,"Currency: VEN - Bolívar fuerte (VEF)","Repository: ILO-STATISTICS - Micro data processing"
"Venezuela (Bolivarian Republic of)","LFS - Household Sample Survey","Gini index of hourly earnings of employees by sex","Female","2017",0.398,,"Currency: VEN - Bolívar fuerte (VEF)","Repository: ILO-STATISTICS - Micro data processing"
"Viet Nam","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Total","2024",0.248,,"Currency: VNM - Dông (VND)","Repository: ILO-STATISTICS - Micro data processing"
"Viet Nam","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Male","2024",0.246,,"Currency: VNM - Dông (VND)","Repository: ILO-STATISTICS - Micro data processing"
"Viet Nam","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Female","2024",0.249,,"Currency: VNM - Dông (VND)","Repository: ILO-STATISTICS - Micro data processing"
"Vanuatu","HIES - Household Income and Expenditure Survey","Gini index of hourly earnings of employees by sex","Total","2010",0.546,,"Currency: VUT - Vatu (VUV)","Repository: ILO-STATISTICS - Micro data processing"
"Vanuatu","HIES - Household Income and Expenditure Survey","Gini index of hourly earnings of employees by sex","Male","2010",0.565,,"Currency: VUT - Vatu (VUV)","Repository: ILO-STATISTICS - Micro data processing"
"Vanuatu","HIES - Household Income and Expenditure Survey","Gini index of hourly earnings of employees by sex","Female","2010",0.5,,"Currency: VUT - Vatu (VUV)","Repository: ILO-STATISTICS - Micro data processing"
"Wallis and Futuna","HIES - Household Income and Expenditure Survey","Gini index of hourly earnings of employees by sex","Total","2019",0.496,,"Currency: WLF - CFP franc (XPF)","Repository: ILO-STATISTICS - Micro data processing"
"Wallis and Futuna","HIES - Household Income and Expenditure Survey","Gini index of hourly earnings of employees by sex","Male","2019",0.518,,"Currency: WLF - CFP franc (XPF)","Repository: ILO-STATISTICS - Micro data processing"
"Wallis and Futuna","HIES - Household Income and Expenditure Survey","Gini index of hourly earnings of employees by sex","Female","2019",0.472,,"Currency: WLF - CFP franc (XPF)","Repository: ILO-STATISTICS - Micro data processing"
"Samoa","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Total","2022",0.537,"Break in series","Currency: WSM - Tala (WST) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Samoa","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Male","2022",0.559,"Break in series","Currency: WSM - Tala (WST) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Samoa","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Female","2022",0.5,"Break in series","Currency: WSM - Tala (WST) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Yemen","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Total","2014",0.493,"Break in series","Currency: YEM - Yemeni rial (YER) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Yemen","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Male","2014",0.495,"Break in series","Currency: YEM - Yemeni rial (YER) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Yemen","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Female","2014",0.448,"Break in series","Currency: YEM - Yemeni rial (YER) | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"South Africa","LFS - Quarterly Labour Force Survey","Gini index of hourly earnings of employees by sex","Total","2015",0.685,,"Currency: ZAF - Rand (ZAR)","Repository: ILO-STATISTICS - Micro data processing"
"South Africa","LFS - Quarterly Labour Force Survey","Gini index of hourly earnings of employees by sex","Male","2015",0.696,,"Currency: ZAF - Rand (ZAR)","Repository: ILO-STATISTICS - Micro data processing"
"South Africa","LFS - Quarterly Labour Force Survey","Gini index of hourly earnings of employees by sex","Female","2015",0.665,,"Currency: ZAF - Rand (ZAR)","Repository: ILO-STATISTICS - Micro data processing"
"Zambia","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Total","2024",0.553,,"Currency: ZMB - Zambian kwacha (ZMW)","Repository: ILO-STATISTICS - Micro data processing"
"Zambia","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Male","2024",0.559,,"Currency: ZMB - Zambian kwacha (ZMW)","Repository: ILO-STATISTICS - Micro data processing"
"Zambia","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Female","2024",0.535,,"Currency: ZMB - Zambian kwacha (ZMW)","Repository: ILO-STATISTICS - Micro data processing"
"Zimbabwe","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Total","2023",0.62,,"Currency: ZWE - Zimbabwean dollar (ZWL)","Repository: ILO-STATISTICS - Micro data processing"
"Zimbabwe","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Male","2023",0.63,,"Currency: ZWE - Zimbabwean dollar (ZWL)","Repository: ILO-STATISTICS - Micro data processing"
"Zimbabwe","LFS - Labour Force Survey","Gini index of hourly earnings of employees by sex","Female","2023",0.603,,"Currency: ZWE - Zimbabwean dollar (ZWL)","Repository: ILO-STATISTICS - Micro data processing"
